env_steps,epoch,sac/log_pi,sac/policy_loss,sac/qf1_loss,sac/qf2_loss,sac/alpha_loss,sac/alpha,sac/average_qf1,sac/average_qf2,sac/average_target_q,sac/total_steps,average_return,average_traj_length,rollout_time,train_time,eval_time,epoch_time
1000,0,-1.712039828300476,-12.54151725769043,1.4259790182113647,1.4295095205307007,-1.4090263843536377,0.741539478302002,10.749541282653809,10.757218360900879,10.175240516662598,1000,91.588745,52.6,4.801191806793213,14.816388607025146,0.3629164695739746,19.980496883392334
2000,1,-1.227381944656372,-23.620420455932617,6.294156074523926,5.916304588317871,-2.4700160026550293,0.5575016736984253,22.27808380126953,22.14984893798828,21.66299057006836,2000,1.4784722328186035,14.00202226638794,1.1682510375976562e-05,15.480506181716919
3000,2,-0.7354012727737427,-33.95573806762695,4.343064308166504,3.8246138095855713,-3.215118169784546,0.42285940051078796,32.79578399658203,32.770851135253906,31.91229820251465,3000,1.9993386268615723,14.236565113067627,9.775161743164062e-06,16.235913515090942
4000,3,0.26102134585380554,-45.02891540527344,7.336007118225098,7.017035007476807,-3.06101131439209,0.3270723223686218,43.46574783325195,43.35662841796875,42.91835021972656,4000,1.9827032089233398,13.326728582382202,1.4543533325195312e-05,15.309446334838867
5000,4,0.43720903992652893,-54.725181579589844,6.510664463043213,6.566737174987793,-3.478635787963867,0.25733867287635803,53.43450164794922,53.36670684814453,52.75690841674805,5000,1.424668312072754,11.89176082611084,1.4066696166992188e-05,13.31644320487976
6000,5,1.5338335037231445,-64.6591796875,21.438589096069336,20.346704483032227,-2.330390453338623,0.20403888821601868,63.264400482177734,62.99603271484375,62.43077087402344,6000,1.4314398765563965,12.108948469161987,1.239776611328125e-05,13.540400743484497
7000,6,1.6290719509124756,-75.57474517822266,20.80143165588379,19.513656616210938,-2.472719430923462,0.16469122469425201,73.48495483398438,73.49897766113281,72.80699157714844,7000,1.3895909786224365,12.607239961624146,9.5367431640625e-06,13.996840476989746
8000,7,2.338463306427002,-85.7435073852539,9.165380477905273,8.646268844604492,-1.3134703636169434,0.137314110994339,84.29507446289062,84.14555358886719,83.47651672363281,8000,1.4225761890411377,12.112343072891235,1.6450881958007812e-05,13.534935712814331
9000,8,2.41682767868042,-96.32357025146484,21.80367088317871,21.57122802734375,-1.2554028034210205,0.11616858839988708,94.85908508300781,94.50779724121094,94.27923583984375,9000,2.6905856132507324,14.002074241638184,1.430511474609375e-05,16.692674160003662
10000,9,2.841416358947754,-101.0818862915039,51.01476287841797,51.818477630615234,-0.3570782542228699,0.10522349178791046,99.60092163085938,99.15199279785156,100.17782592773438,10000,337.25278,161.6,2.798793077468872,13.406459093093872,1.0756745338439941,17.28092670440674
11000,10,2.746342658996582,-113.08417510986328,23.254039764404297,28.774003982543945,-0.5846181511878967,0.09978319704532623,111.5953369140625,112.03773498535156,110.39082336425781,11000,1.3883123397827148,14.674888849258423,1.4066696166992188e-05,16.063215255737305
12000,11,2.924649715423584,-115.45506286621094,14.69814395904541,15.248018264770508,-0.1774444282054901,0.09490109980106354,114.22001647949219,114.29605102539062,114.22803497314453,12000,1.7192437648773193,13.888047218322754,1.0013580322265625e-05,15.607300996780396
13000,12,2.9592766761779785,-121.67019653320312,24.906158447265625,27.620290756225586,-0.09247094392776489,0.10323846340179443,119.6248779296875,119.59567260742188,118.72991180419922,13000,1.9949231147766113,12.9541175365448,8.821487426757812e-06,14.949049472808838
14000,13,3.2757625579833984,-124.39117431640625,54.750587463378906,51.27555847167969,0.6103595495223999,0.10933355242013931,122.52627563476562,122.80186462402344,121.94331359863281,14000,1.3882098197937012,12.488481283187866,7.62939453125e-06,13.876698732376099
15000,14,2.8125226497650146,-134.95172119140625,15.021798133850098,15.069816589355469,-0.41421711444854736,0.10976377874612808,133.7457275390625,133.7667236328125,132.95849609375,15000,1.3930490016937256,12.302743911743164,7.62939453125e-06,13.695800542831421
16000,15,3.042555570602417,-138.95166015625,31.58957290649414,32.66612243652344,0.09367948770523071,0.1106538325548172,137.59619140625,137.64285278320312,137.14364624023438,16000,1.4925436973571777,12.112435340881348,8.344650268554688e-06,13.604987382888794
17000,16,3.0344326496124268,-135.73751831054688,12.19381332397461,14.490477561950684,0.07387547194957733,0.11700849235057831,134.64138793945312,134.5961151123047,133.50970458984375,17000,1.3792734146118164,13.928261518478394,1.239776611328125e-05,15.307547330856323
18000,17,3.0947232246398926,-142.07875061035156,32.063819885253906,35.561161041259766,0.20584812760353088,0.11381818354129791,139.50344848632812,139.8919219970703,139.32427978515625,18000,1.4032652378082275,15.247297286987305,1.3828277587890625e-05,16.65057635307312
19000,18,3.3027381896972656,-147.81155395507812,19.511211395263672,20.91544532775879,0.6570030450820923,0.11415477097034454,146.19891357421875,146.78720092773438,146.1298828125,19000,1.580761194229126,13.216218948364258,8.344650268554688e-06,14.796988487243652
20000,19,3.209376096725464,-144.70675659179688,21.282012939453125,26.276630401611328,0.4529055953025818,0.11496591567993164,142.41896057128906,142.81414794921875,141.98207092285156,20000,-0.04313173,20.0,1.4298396110534668,14.958656787872314,0.17767643928527832,16.56617283821106
21000,20,2.804978370666504,-143.1662139892578,16.17572021484375,16.17871856689453,-0.4068802297115326,0.12414128333330154,141.20016479492188,141.94747924804688,141.4091796875,21000,2.0453433990478516,14.525665044784546,6.4373016357421875e-06,16.571014881134033
22000,21,3.0740582942962646,-152.21145629882812,28.06713104248047,23.457738876342773,0.15165412425994873,0.12902244925498962,150.78799438476562,150.25421142578125,150.2080078125,22000,1.6195781230926514,13.000818014144897,6.4373016357421875e-06,14.620402574539185
