epoch,sac/log_pi,sac/policy_loss,sac/qf1_loss,sac/qf2_loss,sac/alpha_loss,sac/alpha,sac/average_qf1,sac/average_qf2,sac/average_target_q,sac/total_steps,sac/cql/cql_std_q1,sac/cql/cql_std_q2,sac/cql/cql_q1_rand,sac/cql/cql_q2_rand,sac/cql/cql_min_qf1_loss,sac/cql/cql_min_qf2_loss,sac/cql/cql_qf1_diff,sac/cql/cql_qf2_diff,sac/cql/cql_q1_current_actions,sac/cql/cql_q2_current_actions,sac/cql/cql_q1_next_actions,sac/cql/cql_q2_next_actions,sac/cql/alpha_prime_loss,sac/cql/alpha_prime,average_return,average_traj_length,average_normalizd_return,train_time,eval_time,epoch_time
109,3.0507266521453857,-244.64862060546875,4.020977973937988,4.1895904541015625,0.06702040135860443,0.26681315898895264,245.444091796875,245.34291076660156,245.12539672851562,110000,5.78164005279541,5.955708026885986,235.4640655517578,234.8711395263672,9.824773788452148,9.382461547851562,1.9649547338485718,1.8764922618865967,246.16055297851562,245.90185546875,244.607666015625,244.3180694580078,0.0,0.0,1147.0477,366.4,0.35867080203223506,20.83993649482727,2.4073269367218018,23.247263431549072
110,2.856534481048584,-248.09193420410156,4.374281883239746,4.66530704498291,-0.18896320462226868,0.2679020166397095,248.86752319335938,248.6630859375,247.76882934570312,111000,5.657103061676025,6.002843856811523,238.9707794189453,238.2038116455078,9.855260848999023,10.16720962524414,1.9710521697998047,2.0334420204162598,249.4961395263672,249.3009033203125,248.0771942138672,247.75039672851562,0.0,0.0,1147.0477,366.4,0.35867080203223506,22.37856888771057,5.9604644775390625e-06,22.37857484817505
111,2.984689950942993,-251.21945190429688,3.985769271850586,3.9477243423461914,-0.020135648548603058,0.2684214115142822,252.359619140625,251.54832458496094,252.19415283203125,112000,5.799506187438965,6.257007122039795,242.145263671875,240.6205596923828,9.27696704864502,9.741744041442871,1.855393409729004,1.948348879814148,252.9380340576172,252.20205688476562,251.378173828125,250.6412353515625,0.0,0.0,1147.0477,366.4,0.35867080203223506,20.585976123809814,5.9604644775390625e-06,20.585982084274292
112,2.985572338104248,-251.61236572265625,3.359940767288208,3.2429585456848145,-0.01910451054573059,0.26602572202682495,252.36325073242188,252.16061401367188,252.01268005371094,113000,5.589797019958496,6.0553059577941895,242.6697235107422,241.6083526611328,9.207491874694824,9.469003677368164,1.8414983749389648,1.8938007354736328,253.1316375732422,252.8980255126953,251.81016540527344,251.5124053955078,0.0,0.0,1147.0477,366.4,0.35867080203223506,19.589494705200195,5.7220458984375e-06,19.589500427246094
113,3.1206984519958496,-248.7857666015625,3.439143657684326,2.978419780731201,0.15864989161491394,0.26862719655036926,249.60740661621094,249.56614685058594,248.66680908203125,114000,6.088881015777588,6.420620918273926,238.78945922851562,238.11839294433594,8.340011596679688,8.252498626708984,1.6680023670196533,1.6504998207092285,250.1126251220703,250.0360565185547,248.73843383789062,248.549560546875,0.0,0.0,1147.0477,366.4,0.35867080203223506,22.107001304626465,5.9604644775390625e-06,22.107007265090942
114,2.900317668914795,-245.8286895751953,4.736690521240234,4.3219709396362305,-0.13100942969322205,0.26867035031318665,246.7196807861328,246.38430786132812,246.98016357421875,115000,5.454172134399414,5.944094181060791,237.1996612548828,236.086669921875,9.263704299926758,9.52828311920166,1.85274076461792,1.9056565761566162,247.33091735839844,247.00552368164062,245.87828063964844,245.466064453125,0.0,0.0,1147.0477,366.4,0.35867080203223506,20.022326707839966,5.9604644775390625e-06,20.022332668304443
115,2.961303949356079,-242.23782348632812,3.384195327758789,3.996034622192383,-0.05078843608498573,0.26914694905281067,242.9753875732422,243.27468872070312,244.95291137695312,116000,5.978323459625244,6.15153694152832,232.37841796875,232.42466735839844,8.508493423461914,8.944916725158691,1.7016987800598145,1.7889833450317383,243.5472869873047,243.8329620361328,241.837890625,242.1853485107422,0.0,0.0,1147.0477,366.4,0.35867080203223506,19.477818965911865,5.7220458984375e-06,19.477824687957764
116,3.200070381164551,-234.39378356933594,3.6554582118988037,3.517625331878662,0.26115232706069946,0.27109068632125854,235.25738525390625,235.140380859375,237.50242614746094,117000,5.809667110443115,6.139519691467285,224.92710876464844,224.27891540527344,8.04935359954834,8.73918342590332,1.6098707914352417,1.7478365898132324,235.7841339111328,235.6981964111328,234.1262664794922,233.9871826171875,0.0,0.0,1147.0477,366.4,0.35867080203223506,19.863728284835815,8.344650268554688e-06,19.863736629486084
117,3.021515369415283,-242.0426788330078,3.6052961349487305,5.377582550048828,0.02794092893600464,0.27290016412734985,242.77822875976562,242.92025756835938,242.3531494140625,118000,5.92726993560791,6.124242305755615,232.3623046875,232.18907165527344,9.057183265686035,9.498899459838867,1.811436653137207,1.8997797966003418,243.3682403564453,243.52012634277344,241.93008422851562,242.04502868652344,0.0,0.0,1147.0477,366.4,0.35867080203223506,20.382261753082275,7.867813110351562e-06,20.382269620895386
118,2.9194343090057373,-247.68753051757812,2.995835304260254,2.8412017822265625,-0.1049928367137909,0.2716623842716217,248.31301879882812,248.6478729248047,247.83998107910156,119000,5.517443656921387,5.805119514465332,238.7009735107422,238.47032165527344,9.642354965209961,9.422432899475098,1.9284709692001343,1.8844865560531616,248.9208221435547,249.2293701171875,247.5399627685547,247.74658203125,0.0,0.0,1147.0477,366.4,0.35867080203223506,19.779853343963623,6.198883056640625e-06,19.77985954284668
119,3.0505998134613037,-250.56834411621094,3.8858370780944824,4.514232158660889,0.06603885442018509,0.2711409330368042,251.19398498535156,251.32327270507812,250.0854949951172,120000,5.769813537597656,6.171057224273682,241.05821228027344,240.3626251220703,9.786609649658203,9.302181243896484,1.9573218822479248,1.860436201095581,251.8436737060547,251.88267517089844,250.22825622558594,250.1739501953125,0.0,0.0,1126.6035,362.0,0.3523891196674842,19.186330556869507,2.3314216136932373,21.517752170562744
120,3.2739439010620117,-251.54942321777344,3.8091917037963867,4.120024681091309,0.3590022325515747,0.26968660950660706,252.4761962890625,252.07586669921875,254.15835571289062,121000,5.875872611999512,6.41359806060791,242.1401824951172,240.8257293701172,8.504258155822754,8.724627494812012,1.7008516788482666,1.7449254989624023,253.1138458251953,252.748291015625,251.25376892089844,250.8964385986328,0.0,0.0,1126.6035,362.0,0.3523891196674842,19.64469313621521,5.7220458984375e-06,19.64469885826111
121,2.8892722129821777,-242.12814331054688,3.976250410079956,3.6797924041748047,-0.14441031217575073,0.27139243483543396,242.62356567382812,242.5847930908203,241.8643798828125,122000,5.639922618865967,5.96951150894165,232.93321228027344,232.26089477539062,10.522232055664062,10.351524353027344,2.1044464111328125,2.0703048706054688,243.391845703125,243.3381805419922,242.0666046142578,241.84326171875,0.0,0.0,1126.6035,362.0,0.3523891196674842,22.69130539894104,5.9604644775390625e-06,22.691311359405518
122,3.2224764823913574,-247.0386962890625,3.798363208770752,4.050395965576172,0.2896449565887451,0.2720111310482025,247.60690307617188,248.06338500976562,246.88108825683594,123000,5.923996448516846,6.330052375793457,237.2030792236328,236.8796844482422,8.5482177734375,8.459206581115723,1.7096436023712158,1.6918413639068604,248.193359375,248.67271423339844,246.779541015625,247.15771484375,0.0,0.0,1126.6035,362.0,0.3523891196674842,19.90178155899048,8.821487426757812e-06,19.901790380477905
123,2.9540348052978516,-242.96302795410156,3.961660861968994,4.341586589813232,-0.06008362025022507,0.270589679479599,243.65518188476562,244.25515747070312,244.2725830078125,124000,5.769330978393555,6.026050090789795,233.3678741455078,233.58897399902344,8.580476760864258,9.318058013916016,1.7160953283309937,1.8636115789413452,244.10293579101562,244.8546142578125,242.66014099121094,243.38096618652344,0.0,0.0,1126.6035,362.0,0.3523891196674842,21.39177370071411,6.9141387939453125e-06,21.391780614852905
124,3.163999319076538,-245.99652099609375,3.725637435913086,3.635408401489258,0.2126932144165039,0.27337345480918884,246.82083129882812,246.9407958984375,248.065185546875,125000,5.805617809295654,6.128229141235352,236.5813446044922,235.989990234375,8.86359691619873,8.593124389648438,1.772719383239746,1.7186249494552612,247.38113403320312,247.40025329589844,245.9018096923828,245.8556671142578,0.0,0.0,1126.6035,362.0,0.3523891196674842,20.499326467514038,5.7220458984375e-06,20.499332189559937
125,3.110243082046509,-245.49905395507812,3.7365832328796387,2.7377853393554688,0.1430971920490265,0.273073673248291,246.10061645507812,246.32455444335938,247.8187255859375,126000,5.86555290222168,6.001611709594727,235.79429626464844,235.7380828857422,9.49075698852539,9.450674057006836,1.8981513977050781,1.8901348114013672,246.6910400390625,246.8743896484375,245.07958984375,245.35757446289062,0.0,0.0,1126.6035,362.0,0.3523891196674842,20.99467635154724,6.198883056640625e-06,20.994682550430298
126,2.9895710945129395,-239.08424377441406,5.177488327026367,4.571864604949951,-0.013565029948949814,0.272335022687912,239.95001220703125,239.83099365234375,241.7967071533203,127000,5.801669597625732,6.102444171905518,229.80557250976562,229.13243103027344,8.982858657836914,9.08358383178711,1.7965717315673828,1.8167166709899902,240.61241149902344,240.48936462402344,239.02110290527344,238.8762664794922,0.0,0.0,1126.6035,362.0,0.3523891196674842,20.197638273239136,5.9604644775390625e-06,20.197644233703613
127,2.5690865516662598,-254.00244140625,3.8912453651428223,4.132381439208984,-0.5578016042709351,0.27404487133026123,254.85382080078125,254.71946716308594,254.45123291015625,128000,5.597444534301758,5.786627769470215,245.1374053955078,244.61827087402344,9.824958801269531,10.0016450881958,1.964991807937622,2.00032901763916,255.41738891601562,255.27090454101562,253.81704711914062,253.69204711914062,0.0,0.0,1126.6035,362.0,0.3523891196674842,19.990201234817505,6.198883056640625e-06,19.99020743370056
128,2.9325919151306152,-243.9924774169922,4.039972305297852,4.418842315673828,-0.08761058002710342,0.2726123034954071,244.8912353515625,244.7873077392578,246.44876098632812,129000,6.006285667419434,6.313302993774414,234.2439422607422,233.5016632080078,8.255807876586914,8.042366027832031,1.6511616706848145,1.6084731817245483,245.47232055664062,245.3298797607422,243.8914794921875,243.72598266601562,0.0,0.0,1126.6035,362.0,0.3523891196674842,21.24445867538452,7.3909759521484375e-06,21.244466066360474
129,2.9456796646118164,-239.37818908691406,4.081212043762207,3.722975015640259,-0.07071021944284439,0.2720613479614258,240.20713806152344,239.78233337402344,239.54371643066406,130000,5.732983112335205,5.967034816741943,230.15542602539062,229.3998565673828,9.037273406982422,9.440361022949219,1.8074547052383423,1.8880722522735596,240.89773559570312,240.5732421875,239.42080688476562,239.02915954589844,0.0,0.0,1119.2174,359.4,0.35011964123885086,20.97977375984192,2.351559638977051,23.33133339881897
130,2.966632604598999,-250.42282104492188,2.7665843963623047,2.393096446990967,-0.043145522475242615,0.27443379163742065,251.40618896484375,251.14968872070312,251.26565551757812,131000,5.88893985748291,6.097765922546387,240.92288208007812,240.2493133544922,8.89065933227539,8.822518348693848,1.7781319618225098,1.7645037174224854,251.9302215576172,251.6349639892578,250.408203125,250.06558227539062,0.0,0.0,1119.2174,359.4,0.35011964123885086,23.044785737991333,6.9141387939453125e-06,23.044792652130127
131,3.2401628494262695,-247.9628448486328,4.6099534034729,4.086383819580078,0.3110915720462799,0.27380597591400146,248.79769897460938,248.81137084960938,248.43972778320312,132000,6.0680975914001465,6.366911888122559,237.95693969726562,237.37905883789062,7.524270057678223,7.769070148468018,1.5048539638519287,1.5538140535354614,249.40269470214844,249.3625946044922,247.8594207763672,247.7415008544922,0.0,0.0,1119.2174,359.4,0.35011964123885086,20.31796669960022,7.3909759521484375e-06,20.317974090576172
132,3.0163869857788086,-249.20840454101562,5.040951728820801,4.8082990646362305,0.02123653143644333,0.2736378014087677,250.02569580078125,249.85861206054688,249.15115356445312,133000,5.7876434326171875,5.888711929321289,239.9654541015625,239.50039672851562,9.698161125183105,9.599326133728027,1.9396321773529053,1.9198652505874634,250.6824493408203,250.4806671142578,249.15185546875,248.8369903564453,0.0,0.0,1119.2174,359.4,0.35011964123885086,23.91770100593567,6.198883056640625e-06,23.917707204818726
133,2.8332602977752686,-245.49131774902344,4.200538158416748,4.211520671844482,-0.21585816144943237,0.27401262521743774,246.1260986328125,246.0408477783203,246.78689575195312,134000,5.550462245941162,5.905368804931641,236.4188995361328,235.77359008789062,9.478227615356445,10.113771438598633,1.8956456184387207,2.022754192352295,246.7470703125,246.75186157226562,245.18106079101562,245.189453125,0.0,0.0,1119.2174,359.4,0.35011964123885086,22.246946811676025,5.9604644775390625e-06,22.246952772140503
134,3.1175918579101562,-249.17234802246094,2.8188936710357666,3.2259321212768555,0.15218721330165863,0.2741166353225708,249.80804443359375,249.96258544921875,250.26904296875,135000,5.731294631958008,5.981400489807129,239.83238220214844,239.4882354736328,9.23282527923584,9.407601356506348,1.8465650081634521,1.8815202713012695,250.4448699951172,250.5444793701172,248.802001953125,248.8629150390625,0.0,0.0,1119.2174,359.4,0.35011964123885086,20.350144386291504,6.9141387939453125e-06,20.350151300430298
135,3.296602249145508,-250.42010498046875,3.1580042839050293,3.879547119140625,0.38384801149368286,0.27413052320480347,251.5156707763672,250.94970703125,251.681640625,136000,6.333632469177246,6.666727066040039,240.2327423095703,239.0933074951172,8.287128448486328,8.697946548461914,1.6574257612228394,1.7395893335342407,252.11241149902344,251.5622100830078,250.54966735839844,249.93235778808594,0.0,0.0,1119.2174,359.4,0.35011964123885086,20.980416774749756,6.198883056640625e-06,20.980422973632812
136,3.0395255088806152,-245.92935180664062,3.4753353595733643,3.049318790435791,0.050947170704603195,0.2755545377731323,246.57394409179688,246.52093505859375,246.9201202392578,137000,5.552827835083008,5.823369026184082,236.9199676513672,236.3261260986328,9.285906791687012,9.36593246459961,1.8571813106536865,1.8731865882873535,247.31103515625,247.2470703125,245.661865234375,245.53135681152344,0.0,0.0,1119.2174,359.4,0.35011964123885086,20.460622549057007,5.9604644775390625e-06,20.460628509521484
137,3.181121826171875,-261.7474365234375,3.139275550842285,3.061001777648926,0.2339058220386505,0.27487829327583313,262.265380859375,263.01080322265625,263.08807373046875,138000,6.0722336769104,6.355451583862305,251.59194946289062,251.8710174560547,8.156173706054688,8.659468650817871,1.6312346458435059,1.7318936586380005,262.8186950683594,263.5959167480469,261.1103515625,261.7940979003906,0.0,0.0,1119.2174,359.4,0.35011964123885086,20.108232736587524,5.9604644775390625e-06,20.108238697052002
138,2.835684299468994,-230.472412109375,4.2075653076171875,4.3723368644714355,-0.2123238444328308,0.27467426657676697,231.01490783691406,231.13267517089844,230.70843505859375,139000,5.423216819763184,5.447858810424805,221.6882781982422,221.77622985839844,10.559595108032227,10.72933292388916,2.1119189262390137,2.145866632461548,231.68699645996094,231.84033203125,230.53575134277344,230.61196899414062,0.0,0.0,1119.2174,359.4,0.35011964123885086,19.7290461063385,6.4373016357421875e-06,19.729052543640137
139,2.9270997047424316,-248.755126953125,5.221556663513184,6.336873531341553,-0.09411001950502396,0.27501097321510315,249.79718017578125,249.12413024902344,251.63504028320312,140000,5.334685802459717,5.669067859649658,240.5945281982422,239.4176025390625,9.265241622924805,9.978489875793457,1.853048324584961,1.9956979751586914,250.45120239257812,249.9052276611328,248.90286254882812,248.26866149902344,0.0,0.0,2415.8872,758.0,0.748534419167233,20.465370416641235,4.879841089248657,25.345211505889893
140,2.730454444885254,-248.692138671875,3.702786684036255,3.452228307723999,-0.34764841198921204,0.275337815284729,249.4569091796875,249.48760986328125,249.3156280517578,141000,5.562747478485107,5.841132164001465,239.7458038330078,239.18789672851562,9.911745071411133,10.024503707885742,1.982348918914795,2.0049006938934326,249.9919891357422,249.9787139892578,248.65415954589844,248.6417694091797,0.0,0.0,2415.8872,758.0,0.748534419167233,19.578842401504517,5.9604644775390625e-06,19.578848361968994
141,2.992898941040039,-252.1878204345703,3.0135669708251953,3.3786680698394775,-0.009160228073596954,0.27526941895484924,253.11001586914062,252.7090606689453,252.85035705566406,142000,5.866619110107422,5.982213973999023,242.81900024414062,242.16543579101562,9.08375358581543,9.085380554199219,1.8167507648468018,1.8170762062072754,253.7340850830078,253.3156280517578,252.2489471435547,251.84617614746094,0.0,0.0,2415.8872,758.0,0.748534419167233,19.37965226173401,6.198883056640625e-06,19.379658460617065
142,3.2762837409973145,-250.46209716796875,3.0814340114593506,2.959653854370117,0.35699743032455444,0.27468228340148926,251.38320922851562,251.20742797851562,251.4981231689453,143000,5.8090009689331055,6.002115249633789,241.0419921875,240.5292205810547,7.99193000793457,8.094664573669434,1.5983860492706299,1.6189329624176025,251.9272003173828,251.7470245361328,250.10791015625,249.9023895263672,0.0,0.0,2415.8872,758.0,0.748534419167233,19.97594118118286,6.198883056640625e-06,19.975947380065918
143,2.8769936561584473,-241.137939453125,3.289214611053467,3.346698760986328,-0.1592426300048828,0.2740105986595154,241.75143432617188,241.8795166015625,241.5761260986328,144000,5.659375190734863,5.83587646484375,232.013671875,231.717041015625,10.081989288330078,10.245820045471191,2.0163979530334473,2.049164056777954,242.4121856689453,242.5179901123047,240.9330596923828,240.9170684814453,0.0,0.0,2415.8872,758.0,0.748534419167233,20.33869981765747,6.198883056640625e-06,20.338706016540527
144,3.134056568145752,-254.24502563476562,3.761169672012329,2.7554521560668945,0.1725640445947647,0.27602916955947876,254.98605346679688,255.0172576904297,254.46226501464844,145000,6.050947189331055,6.250666618347168,244.24107360839844,243.92442321777344,8.625287055969238,8.813310623168945,1.7250574827194214,1.7626621723175049,255.5215606689453,255.55101013183594,254.0438995361328,254.0660858154297,0.0,0.0,2415.8872,758.0,0.748534419167233,23.787357568740845,8.106231689453125e-06,23.787365674972534
145,3.061353921890259,-253.4675750732422,4.481693267822266,4.518150329589844,0.07864917814731598,0.2775106430053711,254.29312133789062,254.27560424804688,256.0685729980469,146000,5.872187614440918,6.228024005889893,243.9821014404297,243.18606567382812,8.750181198120117,8.600963592529297,1.7500362396240234,1.7201926708221436,254.9384307861328,254.8577423095703,253.1810760498047,252.93980407714844,0.0,0.0,2415.8872,758.0,0.748534419167233,22.557032346725464,5.7220458984375e-06,22.557038068771362
146,3.0451016426086426,-246.4822998046875,4.0639142990112305,3.4721100330352783,0.05806771293282509,0.2759617865085602,247.10968017578125,247.31436157226562,249.12875366210938,147000,6.107441425323486,6.369446277618408,236.29446411132812,236.0353546142578,8.008726119995117,8.511232376098633,1.6017451286315918,1.7022464275360107,247.6883087158203,247.91799926757812,246.37478637695312,246.5006561279297,0.0,0.0,2415.8872,758.0,0.748534419167233,19.481770992279053,5.9604644775390625e-06,19.48177695274353
147,2.99906325340271,-240.9896240234375,3.487922191619873,3.0182018280029297,-0.0012020319700241089,0.2771590054035187,241.78018188476562,241.96597290039062,242.99354553222656,148000,5.715271472930908,6.057485103607178,231.686279296875,231.2805633544922,8.716606140136719,8.838176727294922,1.743321180343628,1.7676353454589844,242.31211853027344,242.43838500976562,240.87954711914062,241.10496520996094,0.0,0.0,2415.8872,758.0,0.748534419167233,20.006764888763428,7.3909759521484375e-06,20.00677227973938
148,3.1202454566955566,-249.51644897460938,3.4573636054992676,4.586872100830078,0.15491832792758942,0.27572566270828247,250.18397521972656,250.52220153808594,250.57850646972656,149000,5.897597789764404,6.1222686767578125,239.84165954589844,239.62661743164062,8.838031768798828,8.641222953796387,1.767606258392334,1.728244662284851,250.72764587402344,251.0115203857422,249.2190399169922,249.4267120361328,0.0,0.0,2415.8872,758.0,0.748534419167233,22.121874809265137,6.67572021484375e-06,22.12188148498535
149,3.14925217628479,-253.27310180664062,3.441647529602051,4.353504657745361,0.19161099195480347,0.27698057889938354,254.35693359375,253.94827270507812,254.00088500976562,150000,6.034398078918457,6.53341817855835,243.611328125,242.1971893310547,7.732929229736328,7.773950576782227,1.5465857982635498,1.5547901391983032,254.9286651611328,254.4927215576172,253.5846710205078,253.029541015625,0.0,0.0,1353.5667,436.0,0.4221257978708703,20.36865258216858,2.8086135387420654,23.177266120910645
150,2.948920726776123,-255.82583618164062,3.261354684829712,3.3883934020996094,-0.06555794179439545,0.27707865834236145,256.3228759765625,256.8575439453125,256.94677734375,151000,6.0353779792785645,6.294886589050293,245.63955688476562,245.7548065185547,9.003418922424316,9.128769874572754,1.8006837368011475,1.825753927230835,256.906005859375,257.4912109375,255.400390625,256.0507507324219,0.0,0.0,1353.5667,436.0,0.4221257978708703,22.570857524871826,6.198883056640625e-06,22.570863723754883
151,3.065737724304199,-250.28797912597656,4.220346450805664,3.4366352558135986,0.08461366593837738,0.27605822682380676,251.5550994873047,250.7783203125,250.12307739257812,152000,5.859585762023926,6.019478797912598,241.1818389892578,240.1927032470703,8.395899772644043,8.703781127929688,1.6791799068450928,1.7407561540603638,252.1562957763672,251.37466430664062,250.57962036132812,249.8040008544922,0.0,0.0,1353.5667,436.0,0.4221257978708703,19.436381340026855,5.9604644775390625e-06,19.436387300491333
152,3.080240488052368,-251.6885223388672,3.7915050983428955,3.5392558574676514,0.10262040048837662,0.27834010124206543,252.31552124023438,252.61917114257812,252.73306274414062,153000,5.752833366394043,6.175462245941162,242.21861267089844,241.62930297851562,8.774212837219238,8.384098052978516,1.7548426389694214,1.6768195629119873,253.02578735351562,253.18809509277344,251.4028778076172,251.65025329589844,0.0,0.0,1353.5667,436.0,0.4221257978708703,19.126746654510498,5.9604644775390625e-06,19.126752614974976
153,2.994157314300537,-243.2861328125,3.8354759216308594,4.189866065979004,-0.007488280534744263,0.2775721549987793,244.31716918945312,244.00054931640625,245.90667724609375,154000,5.820706367492676,6.080347061157227,233.9783172607422,233.1590118408203,8.039461135864258,8.191001892089844,1.6078922748565674,1.6382004022598267,244.88768005371094,244.56382751464844,243.2052764892578,242.783935546875,0.0,0.0,1353.5667,436.0,0.4221257978708703,21.94133734703064,5.9604644775390625e-06,21.941343307495117
154,2.983696937561035,-251.6417236328125,3.975321054458618,4.386078357696533,-0.020800024271011353,0.27919384837150574,252.28469848632812,252.2625732421875,253.39712524414062,155000,5.7222747802734375,6.1195068359375,242.29833984375,241.61074829101562,9.316276550292969,9.690814018249512,1.8632553815841675,1.9381628036499023,252.95933532714844,252.98399353027344,251.3898468017578,251.38389587402344,0.0,0.0,1353.5667,436.0,0.4221257978708703,20.91263723373413,6.198883056640625e-06,20.912643432617188
155,3.1868343353271484,-241.11981201171875,3.3190982341766357,3.3038101196289062,0.2394862174987793,0.2775341868400574,241.8583526611328,241.93099975585938,241.23797607421875,156000,5.568520545959473,5.781710624694824,231.8861541748047,231.63330078125,8.089282989501953,8.73771858215332,1.617856502532959,1.7475436925888062,242.3634033203125,242.5315399169922,240.8228302001953,240.9805908203125,0.0,0.0,1353.5667,436.0,0.4221257978708703,21.227937698364258,5.9604644775390625e-06,21.227943658828735
156,2.8561720848083496,-249.45558166503906,5.04211950302124,4.976811408996582,-0.18354734778404236,0.2791067063808441,250.22152709960938,250.44134521484375,249.92225646972656,157000,5.527055740356445,5.632754325866699,240.5971221923828,240.58299255371094,9.581892967224121,9.598945617675781,1.9163786172866821,1.9197890758514404,250.8463134765625,251.03115844726562,249.2830047607422,249.3563995361328,0.0,0.0,1353.5667,436.0,0.4221257978708703,21.647688627243042,5.9604644775390625e-06,21.64769458770752
157,2.8654932975769043,-250.79901123046875,3.123960494995117,3.6028618812561035,-0.1716378629207611,0.2791367173194885,251.7972412109375,251.5425262451172,252.33639526367188,158000,5.570984840393066,5.844732284545898,241.97825622558594,241.26101684570312,8.987380027770996,9.043377876281738,1.7974759340286255,1.8086755275726318,252.35899353027344,252.093017578125,250.81504821777344,250.48472595214844,0.0,0.0,1353.5667,436.0,0.4221257978708703,19.890597581863403,6.67572021484375e-06,19.890604257583618
158,2.9382221698760986,-252.5548553466797,3.3047738075256348,2.8199572563171387,-0.078795425593853,0.27930015325546265,253.14923095703125,253.3482208251953,252.3697509765625,159000,5.845474720001221,6.078337669372559,242.80967712402344,242.5885467529297,8.529128074645996,8.448034286499023,1.7058255672454834,1.6896069049835205,253.7824249267578,253.9783172607422,252.24404907226562,252.40234375,0.0,0.0,1353.5667,436.0,0.4221257978708703,20.608691215515137,6.198883056640625e-06,20.608697414398193
159,2.97147536277771,-248.28421020507812,3.384911298751831,3.923995018005371,-0.03627932071685791,0.28031015396118164,249.31341552734375,248.74876403808594,248.34469604492188,160000,5.729436874389648,6.027249813079834,239.1598358154297,238.0277099609375,9.404183387756348,9.418100357055664,1.8808367252349854,1.883620023727417,249.95347595214844,249.37217712402344,248.5239715576172,247.86082458496094,0.0,0.0,2884.7622,899.6,0.8926009905326484,19.501729249954224,5.838382959365845,25.34011220932007
160,3.0903797149658203,-245.18905639648438,2.643580913543701,3.0706610679626465,0.11550081521272659,0.27860721945762634,246.20272827148438,245.82443237304688,245.47096252441406,161000,5.893616676330566,6.026723861694336,235.7567901611328,235.07969665527344,8.438285827636719,8.512410163879395,1.687657117843628,1.7024821043014526,246.8298797607422,246.44754028320312,245.445556640625,244.9787139892578,0.0,0.0,2884.7622,899.6,0.8926009905326484,21.623936891555786,7.152557373046875e-06,21.62394404411316
161,2.9900598526000977,-248.6704559326172,3.3518266677856445,2.4156572818756104,-0.012555643916130066,0.28276947140693665,249.40408325195312,249.3979034423828,251.41754150390625,162000,5.733685493469238,6.062289237976074,239.23672485351562,238.6731414794922,8.19571590423584,8.410502433776855,1.6391432285308838,1.682100534439087,249.9422149658203,249.92417907714844,248.3515167236328,248.36270141601562,0.0,0.0,2884.7622,899.6,0.8926009905326484,19.867706775665283,6.4373016357421875e-06,19.86771321296692
162,3.0536751747131348,-241.97518920898438,4.98451566696167,4.427525520324707,0.06828522682189941,0.28021711111068726,242.84786987304688,242.8582763671875,242.3137969970703,163000,5.572880744934082,5.756073951721191,232.9761199951172,232.71104431152344,8.97998046875,9.436843872070312,1.7959961891174316,1.8873686790466309,243.4398956298828,243.4442138671875,241.9164276123047,241.99685668945312,0.0,0.0,2884.7622,899.6,0.8926009905326484,20.387120723724365,6.67572021484375e-06,20.38712739944458
163,3.2577872276306152,-243.3778076171875,3.333073139190674,3.068417549133301,0.32843247056007385,0.27969810366630554,243.85113525390625,244.09571838378906,244.802490234375,164000,5.816405296325684,6.17049503326416,233.63951110839844,233.1850128173828,9.079419136047363,9.150026321411133,1.815883755683899,1.830005168914795,244.56871032714844,244.7297821044922,242.97500610351562,243.12075805664062,0.0,0.0,2884.7622,899.6,0.8926009905326484,19.975953102111816,8.106231689453125e-06,19.975961208343506
164,2.927717924118042,-246.79481506347656,3.4609875679016113,3.717238426208496,-0.09230680763721466,0.2788625955581665,247.70513916015625,247.40338134765625,247.49923706054688,165000,5.741672039031982,6.08742618560791,237.5270538330078,236.6308135986328,8.730487823486328,8.903663635253906,1.7460975646972656,1.7807326316833496,248.3363037109375,248.04356384277344,246.7809600830078,246.46926879882812,0.0,0.0,2884.7622,899.6,0.8926009905326484,20.27023458480835,5.9604644775390625e-06,20.270240545272827
165,2.945570468902588,-255.24227905273438,3.2607977390289307,3.3796334266662598,-0.06937141716480255,0.2795644700527191,256.04656982421875,255.9379119873047,256.41595458984375,166000,5.791875839233398,6.131155014038086,245.79345703125,245.0390625,8.70853042602539,8.744879722595215,1.741706132888794,1.7489759922027588,256.615966796875,256.5036926269531,254.90476989746094,254.67385864257812,0.0,0.0,2884.7622,899.6,0.8926009905326484,21.90204119682312,5.7220458984375e-06,21.90204691886902
166,3.0310683250427246,-249.4812774658203,4.269130706787109,3.1385154724121094,0.039731986820697784,0.2783566415309906,250.7025909423828,250.0908203125,249.22140502929688,167000,5.7481160163879395,6.065799713134766,240.5525665283203,239.21377563476562,9.150639533996582,8.473621368408203,1.8301279544830322,1.694724202156067,251.36741638183594,250.5673370361328,250.0970001220703,249.35679626464844,0.0,0.0,2884.7622,899.6,0.8926009905326484,20.48131227493286,7.867813110351562e-06,20.48132014274597
